epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.588640826681386,0.06168478260869565,3.2191796872926797,0.16331521739130433,0.0003
2,1.6691194617229959,0.6266304347826087,0.7511788886526357,0.8246195653210515,0.0003
3,0.8274348299140516,0.7676630434782609,0.9064376420624878,0.7180978261906168,0.0002886199901104373
4,0.5199266587910445,0.846195652173913,0.8911022401698258,0.7425543479297472,0.0002562124637873888
5,0.3898283808451632,0.8804347826086957,0.8312055373969285,0.7692391304866127,0.00020771117313858086
6,0.24776562964138776,0.9252717391304348,0.7226013045919978,0.7892934783645298,0.00015049999999999994
7,0.14216527303923732,0.9584239130434783,0.6180739205492579,0.8182065217391304,9.328882686141905e-05
8,0.06669593356225802,0.9853260869565217,0.5175659483217675,0.8540760869565217,4.4787536212611134e-05
9,0.04488008048223412,0.9926630434782608,0.5056269606170447,0.8605978260869566,1.238000988956263e-05
10,0.03116817331832388,0.9953804347826087,0.5035830752357192,0.8597826086956522,1e-06
